mol,stage,channel,R_NO,MO_index,epsilon_i_star,coefficient,weight,delta_lumo,in_window
mol_014_Z,scan_1,17,1.5034,93,0.32782,-0.283,0.08008899999999998,0.34015,True
mol_014_Z,scan_1,78,1.5034,108,0.44797,-0.281,0.07896100000000002,0.4603,False
mol_014_Z,scan_2,cn,1.9034,45,-0.01795,-0.646,0.417316,0.05147,True
mol_014_Z,scan_2,17,1.9034,106,0.43347,0.395,0.15602500000000002,0.50289,False
mol_014_Z,scan_2,78,1.9034,107,0.4358,0.258,0.066564,0.50522,False
mol_014_Z,sp2,cn,1.6034,44,-0.01387,-0.648,0.419904,0.0,True
mol_014_Z,sp2,17,1.6034,93,0.32642,-0.3,0.09,0.34029,True
mol_014_Z,sp2,78,1.6034,107,0.44427,-0.277,0.07672900000000002,0.45814,False
mol_014_Z,sp3,cn,1.7034,45,-0.01387,-0.601,0.361201,0.00876,True
mol_014_Z,sp3,17,1.7034,106,0.43668,-0.308,0.094864,0.45931,False
mol_014_Z,sp3,78,1.7034,107,0.4408,-0.279,0.07784100000000002,0.46343,False
mol_014_Z,sp4,cn,1.8034,45,-0.01679,-0.647,0.418609,0.03225,True
mol_014_Z,sp4,17,1.8034,106,0.43457,0.375,0.140625,0.48361,False
mol_014_Z,sp4,78,1.8034,107,0.43865,0.282,0.07952399999999998,0.48769,False
mol_020_E,nbo,cn,1.5029,48,-0.00451,0.671,0.45024100000000006,0.0,True
mol_020_E,nbo,17,1.5029,126,0.48138,-0.415,0.172225,0.48589,False
mol_020_E,nbo,78,1.5029,117,0.39551,0.297,0.088209,0.40002,False
mol_020_E,sp2,cn,1.6029,48,-0.0063,0.659,0.43428100000000003,0.0,True
mol_020_E,sp2,17,1.6029,126,0.47909,-0.421,0.17724099999999998,0.48539,False
mol_020_E,sp2,78,1.6029,117,0.39393,-0.245,0.060024999999999995,0.40023,False
mol_020_E,sp3,cn,1.7029,49,-0.00407,-0.637,0.405769,0.01808,True
mol_020_E,sp3,17,1.7029,126,0.47677,0.451,0.203401,0.49892,False
mol_020_E,sp3,78,1.7029,116,0.39207,0.269,0.07236100000000001,0.41422,False
mol_020_E,sp4,cn,1.8029,49,-0.00563,-0.671,0.45024100000000006,0.04336,True
mol_020_E,sp4,17,1.8029,126,0.47508,0.456,0.207936,0.52407,False
mol_020_E,sp4,78,1.8029,107,0.3377,0.296,0.08761599999999999,0.38669,True
mol_020_E,sp5_1,cn,1.9029,49,-0.00853,-0.678,0.45968400000000004,0.06252,True
mol_020_E,sp5_1,17,1.9029,126,0.47349,0.453,0.205209,0.54454,False
mol_020_E,sp5_1,78,1.9029,107,0.33657,0.3,0.09,0.40762,False
mol_020_E,sp5_2,cn,1.9029,49,-0.00442,-0.677,0.45832900000000004,0.06551,True
mol_020_E,sp5_2,17,1.9029,126,0.47345,-0.404,0.16321600000000003,0.54338,False
mol_020_E,sp5_2,78,1.9029,107,0.3354,0.25,0.0625,0.40533,False
mol_021_E,nbo,cn,1.5033,52,-0.00095,0.685,0.46922500000000006,0.0,True
mol_021_E,nbo,17,1.5033,135,0.48669,0.343,0.11764900000000002,0.48764,False
mol_021_E,nbo,78,1.5033,120,0.37646,-0.315,0.09922500000000001,0.37741,True
mol_021_E,scan_1,cn,1.5033,52,-0.00095,0.685,0.46922500000000006,0.0,True
mol_021_E,scan_1,17,1.5033,135,0.48669,0.343,0.11764900000000002,0.48764,False
mol_021_E,scan_1,78,1.5033,120,0.37646,-0.315,0.09922500000000001,0.37741,True
mol_021_E,scan_2,cn,1.9033,53,-0.00189,-0.69,0.4760999999999999,0.06687,True
mol_021_E,scan_2,17,1.9033,135,0.48258,0.3,0.09,0.55134,False
mol_021_E,scan_2,78,1.9033,115,0.34906,-0.253,0.064009,0.41782,False
mol_021_E,sp2,cn,1.6033,52,-0.00258,0.675,0.45562500000000006,0.0,True
mol_021_E,sp2,17,1.6033,135,0.48496,0.322,0.10368400000000001,0.48754,False
mol_021_E,sp2,78,1.6033,120,0.37501,0.335,0.11222500000000002,0.37759,True
mol_021_E,sp3,cn,1.7033,53,-0.00164,-0.668,0.44622400000000007,0.01847,True
mol_021_E,sp3,17,1.7033,135,0.48244,0.301,0.09060099999999999,0.50255,False
mol_021_E,sp3,78,1.7033,120,0.37403,0.321,0.10304100000000001,0.39414,True
mol_021_E,sp4,cn,1.8033,53,-0.00237,-0.685,0.46922500000000006,0.04518,True
mol_021_E,sp4,17,1.8033,135,0.48153,0.295,0.08702499999999999,0.52908,False
mol_021_E,sp4,78,1.8033,120,0.37344,0.271,0.073441,0.42099,False
mol_029_Z,nbo,cn,1.5066,48,-0.00705,-0.683,0.4664890000000001,0.0,True
mol_029_Z,nbo,17,1.5066,118,0.45429,0.24,0.0576,0.46134,False
mol_029_Z,nbo,78,1.5066,113,0.41651,0.323,0.104329,0.42356,False
mol_029_Z,scan_1,cn,1.5066,48,-0.00705,-0.683,0.4664890000000001,0.0,True
mol_029_Z,scan_1,17,1.5066,118,0.45429,0.24,0.0576,0.46134,False
mol_029_Z,scan_1,78,1.5066,113,0.41651,0.323,0.104329,0.42356,False
mol_029_Z,scan_2,cn,1.9066,49,-0.00816,-0.686,0.47059600000000007,0.06275,True
mol_029_Z,scan_2,17,1.9066,119,0.45886,0.333,0.11088900000000002,0.52977,False
mol_029_Z,scan_2,78,1.9066,85,0.2534,-0.281,0.07896100000000002,0.32431,True
mol_029_Z,sp2,cn,1.6066,48,-0.00766,0.683,0.4664890000000001,0.0,True
mol_029_Z,sp2,17,1.6066,118,0.4547,-0.248,0.061503999999999996,0.46236,False
mol_029_Z,sp2,78,1.6066,93,0.2921,0.317,0.10048900000000001,0.29976,True
mol_029_Z,sp3,cn,1.7066,49,-0.00773,-0.678,0.45968400000000004,0.01721,True
mol_029_Z,sp3,17,1.7066,118,0.4546,-0.253,0.064009,0.47954,False
mol_029_Z,sp3,78,1.7066,93,0.29066,0.321,0.10304100000000001,0.3156,True
mol_029_Z,sp4,cn,1.8066,49,-0.00778,-0.688,0.47334399999999993,0.04309,True
mol_029_Z,sp4,17,1.8066,119,0.45971,0.322,0.10368400000000001,0.51058,False
mol_029_Z,sp4,78,1.8066,93,0.29124,0.296,0.08761599999999999,0.34211,True
